PWM,TempAmbiente,TempServo,Angle,Corrente,Tempo(mm:ss)
1000,29.87,32.37,0,1.92,00:00
1000,29.62,32.12,0,0.07,00:00
1000,29.62,31.87,0,0.04,00:00
1000,29.37,31.87,0,0.01,00:00
1000,29.62,31.62,0,0.04,00:01
1000,29.62,32.37,0,0.04,00:01
1000,29.87,32.12,0,1.92,00:01
1000,29.62,32.12,0,0.01,00:01
1000,29.37,31.87,0,0.01,00:02
1000,29.62,32.12,0,0.04,00:02
1000,29.37,31.87,0,0.01,00:02
1000,29.87,32.62,0,-0.04,00:02
1000,29.37,32.12,0,1.97,00:03
1000,29.62,31.87,0,-0.01,00:03
1000,29.37,31.62,0,-0.04,00:03
1000,29.62,32.12,0,0.01,00:03
1000,29.62,32.12,0,1.81,00:04
1000,29.37,31.87,0,0.01,00:04
1000,29.37,31.87,0,1.94,00:04
1000,29.37,32.12,0,0.09,00:04
1000,29.87,31.87,0,0.04,00:05
1000,29.62,32.37,0,0.01,00:05
1000,29.62,32.12,0,1.76,00:05
1000,29.62,31.87,0,0.04,00:05
1000,29.37,31.87,0,1.97,00:06
1000,29.11,32.12,0,0.04,00:06
1000,29.62,32.12,0,0.07,00:06
1000,29.62,31.87,0,1.78,00:06
1000,29.62,31.87,0,0.07,00:07
1000,29.37,32.12,0,-0.01,00:07
1000,29.62,32.62,0,1.84,00:07
1000,29.62,32.12,0,-0.04,00:07
1000,29.62,31.87,0,0.04,00:08
1000,29.62,31.87,0,1.78,00:08
1000,29.62,32.12,0,0.01,00:08
1000,29.62,32.12,0,0.01,00:08
1000,29.37,32.37,0,1.52,00:09
1000,29.62,32.12,0,-0.01,00:09
1000,29.37,31.87,0,0.01,00:09
1000,29.37,32.62,0,1.81,00:09
1000,29.62,31.87,0,0.01,00:10
1000,29.87,31.87,0,-0.04,00:10
1000,29.37,32.37,0,0.12,00:10
1000,29.62,32.12,0,0.01,00:10
1000,29.62,32.37,0,0.01,00:11
1000,29.87,32.12,0,0.04,00:11
1000,29.62,32.12,0,0.09,00:11
1000,29.62,32.12,0,-0.01,00:11
1000,29.11,32.12,0,0.01,00:12
1000,29.87,32.12,0,0.01,00:12
1000,29.62,32.37,0,-0.07,00:12
1000,29.37,32.12,0,0.01,00:12
1000,29.62,32.37,0,1.84,00:13
1000,29.11,32.62,0,0.01,00:13
1000,29.62,31.87,0,0.07,00:13
1000,29.62,32.12,0,0.04,00:13
1000,29.62,32.37,0,0.01,00:14
1000,29.87,32.62,0,0.01,00:14
1000,29.62,32.12,0,1.86,00:14
1000,29.62,32.37,0,0.01,00:14
1000,29.11,32.12,0,-0.01,00:15
