Inicializando sensores...
Novo Neutro - Servo posicionado para PWM: 1370 - Ângulo: 37
Teste interrompido. Servo na posição mínima.
Teste iniciado.
1190,33.00,19,3107.00,01:30
1210,32.75,21,3137.00,01:30
1240,33.00,24,3120.00,01:31
1260,33.00,26,3364.00,01:31
1290,33.00,29,3102.00,01:31
1310,33.25,31,3130.00,01:31
1340,33.25,34,3381.00,01:32
1360,33.25,36,3131.00,01:32
1390,33.50,39,3153.00,01:32
1410,33.00,41,3139.00,01:32
1440,33.25,44,3123.00,01:33
1460,33.25,46,3287.00,01:33
1490,33.25,49,3213.00,01:33
1510,33.25,51,3118.00,01:33
1540,33.00,54,3274.00,01:34
1560,33.25,56,3138.00,01:34
1590,33.00,59,3143.00,01:34
1590,33.25,59,3275.00,01:34
1560,33.25,56,3183.00,01:35
1540,33.50,54,3207.00,01:35
1510,33.50,51,3468.00,01:35
1490,33.00,49,3719.00,01:35
1460,33.25,46,3197.00,01:36
1440,33.50,44,3208.00,01:36
1410,33.00,41,3116.00,01:36
1390,33.75,39,3403.00,01:36
1360,33.25,36,3381.00,01:37
1340,33.00,34,3184.00,01:37
1310,33.25,31,3232.00,01:37
1290,33.25,29,3266.00,01:37
1260,33.50,26,3746.00,01:38
1240,33.50,24,3831.00,01:38
1210,33.75,21,3200.00,01:38
1190,33.25,19,3231.00,01:38
1160,33.50,16,3445.00,01:39
1140,33.50,14,3814.00,01:39
1170,33.25,17,3182.00,01:39
1190,33.50,19,3376.00,01:39
1220,33.50,22,3196.00,01:40
1240,33.50,24,3140.00,01:40
1270,33.50,27,3303.00,01:40
1300,33.50,30,3137.00,01:40
1330,33.25,33,3146.00,01:41
1360,33.50,36,3152.00,01:41
1380,33.75,38,3363.00,01:41
1410,33.50,41,3120.00,01:42
1430,33.50,43,3120.00,01:42
1460,33.75,46,3189.00,01:42
1480,33.75,48,3140.00,01:42
1510,33.75,51,3093.00,01:43
1530,33.50,53,3199.00,01:43
1560,34.00,56,3079.00,01:43
1580,33.75,58,3178.00,01:43
1590,34.00,59,3159.00,01:44
1570,33.25,57,3165.00,01:44
1540,33.75,54,3222.00,01:44
1520,33.75,52,3328.00,01:44
1490,33.50,49,3062.00,01:45
1470,33.00,47,3291.00,01:45
1440,33.50,44,3212.00,01:45
1420,33.75,42,3217.00,01:45
1390,34.00,39,3530.00,01:46
1370,33.75,37,3837.00,01:46
1340,33.75,34,3230.00,01:46
1320,34.25,32,3211.00,01:46
1290,34.00,29,3289.00,01:47
1270,34.25,27,3450.00,01:47
1240,34.00,24,3547.00,01:47
1220,34.00,22,3210.00,01:47
1190,34.00,19,3212.00,01:48
1170,33.75,17,3230.00,01:48
1140,33.75,14,3791.00,01:48
1160,33.75,16,3131.00,01:48
1190,34.00,19,3429.00,01:49
1210,34.00,21,3151.00,01:49
1240,33.50,24,3121.00,01:49
1260,33.75,26,3200.00,01:49
1290,33.75,29,3141.00,01:50
1310,34.00,31,3206.00,01:50
1340,33.75,34,3251.00,01:50
1360,33.75,36,3137.00,01:50
1390,34.25,39,3154.00,01:51
1410,33.50,41,3122.00,01:51
1440,34.25,44,3125.00,01:51
1460,33.75,46,3297.00,01:51
1490,34.00,49,3121.00,01:52
1510,34.00,51,3122.00,01:52
1540,34.00,54,3344.00,01:52
1560,33.50,56,3136.00,01:53
1590,34.25,59,3104.00,01:53
1590,34.00,59,3164.00,01:53
1560,33.75,56,3174.00,01:53
1530,34.25,53,3191.00,01:54
1510,34.25,51,3661.00,01:54
1480,34.00,48,3654.00,01:54
1460,34.00,46,3035.00,01:54
1430,34.00,43,3207.00,01:55
1410,34.25,41,3326.00,01:55
1380,34.25,38,3621.00,01:55
1360,33.75,36,3280.00,01:55
1330,34.00,33,3222.00,01:56
1310,34.50,31,3237.00,01:56
1280,34.50,28,3519.00,01:56
1260,34.00,26,3900.00,01:56
1230,34.25,23,3318.00,01:57
1210,34.25,21,3184.00,01:57
1180,33.75,18,3303.00,01:57
1160,34.25,16,3601.00,01:57
1150,33.50,15,3090.00,01:58
1170,34.50,17,3136.00,01:58
1200,34.50,20,3184.00,01:58
1220,34.50,22,3136.00,01:58
1250,34.25,25,3134.00,01:59
1270,34.50,27,3111.00,01:59
1300,34.75,30,3157.00,01:59
1320,34.00,32,3125.00,01:59
1350,34.50,35,3306.00,02:00
1370,34.50,37,3143.00,02:00
1400,34.25,40,3135.00,02:00
