sep=,
Make,Model,Modulation,Weight (g),L (mm),C (mm),A (mm),TensãoTorque1,Torque1 (kgf.cm),TensãoTorque2,Torque2 (kgf.cm),TensãoTorque3,Torque3 (kgf.cm),TensãoTorque4,Torque4 (kgf.cm),TensãoTorque5,Torque5 (kgf.cm),TensãoSpeed1,Speed1 (°/s),TensãoSpeed2,Speed2 (°/s),TensãoSpeed3,Speed3 (°/s),TensãoSpeed4,Speed4 (°/s),TensãoSpeed5,Speed5 (°/s),Motor Type,Rotation,Gear Material,Typical Price
Power HD,B5S,-,66.90,40.89,20.57,38.35,6.0,16.00,7.4,18.00,8.4,20.00,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,B7-RS,-,47.91,40.89,20.07,26.42,6.0,10.00,7.4,13.00,,,,,,,6.0,857.14,7.4,1000.00,6.0,857.14,7.4,1000.00,,,Brushless,Dual Bearings,Titanium,$74.95
Power HD,CP-1820,-,15.88,22.86,11.94,29.46,4.8,3.10,6.0,3.90,,,,,,,4.8,375.00,6.0,461.54,,,,,,,DC,Single Bearing,Metal,-
Power HD,D12,-,55.00,40.89,20.07,26.42,7.4,12.50,,,,,,,,,6.0,857.14,7.4,1000.00,,,,,,,Coreless,Dual Bearings,Titanium,$157.49
Power HD,D15,-,55.00,40.89,20.07,26.42,6.0,13.50,7.4,16.50,8.4,18.00,,,,,6.0,600.00,7.4,600.00,8.4,666.67,,,,,Coreless,Dual Bearings,Titanium,$69.95
Power HD,D65HB*,Digital,6.52,20.83,10.92,20.07,6.0,1.50,,,,,,,,,6.0,857.14,,,,,,,,,Brushed,Bushing,Plastic,$19.99
Power HD,DC-1217MG*,Digital,62.09,40.39,20.32,37.34,6.0,15.80,7.4,21.20,,,,,,,6.0,545.45,7.4,600.00,,,,,,,Coreless,Dual Bearings,Metal,$45.00
Power HD,DC-1219MG*,Digital,44.51,40.89,20.32,25.40,4.8,7.20,6.0,9.30,,,,,,,4.8,600.00,6.0,666.67,,,,,,,-,Dual Bearings,Metal,-
Power HD,DC-1236TG*,Digital,51.88,40.39,20.32,37.34,4.8,16.20,6.0,20.20,,,,,,,4.8,333.33,6.0,400.00,,,,,,,-,Dual Bearings,Titanium,-
Power HD,DC-1240MG*,Digital,25.80,35.05,14.99,29.21,4.8,2.30,6.0,4.50,,,,,,,4.8,461.54,6.0,545.45,,,,,,,-,Dual Bearings,Metal,-
Power HD,DC-1241MG*,Digital,25.80,35.05,14.99,29.21,4.8,1.80,6.0,2.60,,,,,,,4.8,666.67,6.0,857.14,,,,,,,-,Dual Bearings,Metal,-
Power HD,DS-090M,Digital,56.13,41.91,20.57,39.62,4.8,8.50,6.0,9.60,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Dual Bearings,Hybrid,$22.00
Power HD,DS-120H,Digital,56.13,41.91,20.57,39.62,4.8,11.80,6.0,12.80,,,,,,,4.8,461.54,6.0,545.45,,,,,,,-,Dual Bearings,Hybrid,-
Power HD,DS-120M,Digital,56.13,40.64,20.57,39.62,4.8,11.80,6.0,12.80,,,,,,,4.8,461.54,6.0,545.45,,,,,,,-,-,Metal,$28.99
Power HD,DS-8325HV*,Digital,79.10,40.13,20.07,44.96,6.0,25.00,7.2,31.00,,,,,,,6.0,400.00,7.2,500.00,,,,,,,Coreless,Dual Bearings,Titanium,$112.99
Power HD,DSM 44*,Digital,5.67,22.10,8.64,22.10,6.0,1.60,,,,,,,,,6.0,857.14,,,,,,,,,Coreless,Single Bearing,Metal,$9.99
Power HD,DSM44,-,5.67,20.32,8.64,23.88,4.8,1.20,6.0,1.60,,,,,,,4.8,666.67,6.0,857.14,,,,,,,Coreless,-,Metal,$26.29
Power HD,DSP 33*,Digital,2.83,22.10,8.64,22.10,6.0,0.35,,,,,,,,,6.0,857.14,,,,,,,,,-,Bushing,Plastic,$6.80
Power HD,EP-XYT,-,47.91,39.88,20.07,26.42,6.0,9.00,7.4,12.00,,,,,,,6.0,857.14,7.4,1000.00,,,,,,,Coreless,Dual Bearings,Titanium,$147.99
Power HD,GTS-2,-,47.06,40.89,20.07,23.62,6.0,15.01,7.4,18.00,8.4,23.01,,,,,6.0,750.00,7.4,857.14,8.4,857.14,6.0,750.00,7.4,857.14,Brushless,4,Titanium,-
Power HD,GTS-3,-,62.94,40.89,20.07,28.96,6.0,20.00,7.4,26.00,8.4,30.01,,,,,6.0,750.00,7.4,857.14,8.4,1000.00,6.0,750.00,7.4,857.14,Brushless,-,Steel,-
Power HD,GTS-5,-,62.94,40.89,20.07,28.96,6.0,36.00,7.4,42.01,8.4,50.01,,,,,6.0,545.45,7.4,666.67,8.4,750.00,6.0,545.45,7.4,666.67,Brushless,-,Steel,-
Power HD,GTS-6,-,77.96,39.88,20.07,38.35,6.0,48.01,7.4,56.01,8.4,60.01,,,,,6.0,600.00,7.4,750.00,8.4,857.14,6.0,600.00,7.4,750.00,Brushless,-,Steel,-
Power HD,GTS-7,-,77.96,39.88,20.07,38.35,6.0,52.01,7.4,66.01,8.4,70.01,,,,,6.0,400.00,7.4,500.00,8.4,600.00,6.0,400.00,7.4,500.00,Brushless,-,Steel,-
Power HD,H25,-,75.13,40.64,20.57,38.61,6.0,21.50,7.4,25.01,8.4,30.01,,,,,6.0,666.67,7.4,750.00,8.4,857.14,6.0,666.67,7.4,750.00,Brushless,Dual Bearings,Titanium,-
Power HD,HD-1160A,Analog,15.88,28.96,11.68,30.23,4.8,3.00,6.0,2.70,,,,,,,4.8,428.57,6.0,500.00,,,,,,,-,Bushing,Plastic,$22.09
Power HD,HD-1200A*,Analog,1.98,16.00,8.13,17.02,4.8,0.25,,,,,,,,,4.8,666.67,,,,,,,,,-,-,-,-
Power HD,HD-1201MG,Analog,60.10,41.91,20.57,41.91,4.8,12.20,6.0,13.20,,,,,,,4.8,375.00,6.0,428.57,,,,,,,3-pole,Dual Bearings,Metal,$23.00
Power HD,HD-1370A,Analog,3.69,20.07,17.53,7.87,4.8,0.60,6.0,0.40,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,Plastic,$71.99
Power HD,HD-1440A,Analog,4.54,20.07,19.56,7.87,4.8,0.80,6.0,0.60,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,Plastic,$14.49
Power HD,HD-1501MG,Analog,60.10,41.91,20.57,39.62,4.8,15.50,6.0,17.00,7.2,20.45,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Metal,$19.99
Power HD,HD-1550A*,Analog,5.39,21.08,19.56,20.07,4.8,1.10,6.0,0.90,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,Plastic,$26.09
Power HD,HD-1581HB,Digital,12.19,22.86,11.94,29.46,4.8,2.20,6.0,2.60,,,,,,,4.8,285.71,6.0,375.00,,,,,,,-,Single Bearing,Plastic,$15.20
Power HD,HD-1600A*,Analog,5.95,22.10,11.68,22.86,4.8,1.30,6.0,1.20,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,Bushing,Plastic,$8.00
Power HD,HD-1705MG*,Analog,17.58,29.46,11.68,30.23,6.0,2.00,,,,,,,,,6.0,1200.00,,,,,,,,,-,-,-,-
Power HD,HD-1711MG*,Analog,17.58,29.46,11.68,30.23,6.0,3.50,,,,,,,,,6.0,545.45,,,,,,,,,-,Single Bearing,Metal,$45.00
Power HD,HD-1800A,Analog,7.94,22.86,11.68,26.42,4.8,1.30,6.0,1.00,,,,,,,4.8,545.45,6.0,750.00,,,,,,,-,Bushing,Plastic,$52.99
Power HD,HD-1810MG*,Digital,15.88,22.86,11.94,29.46,4.8,3.10,6.0,3.90,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,Single Bearing,Hybrid,$15.50
Power HD,HD-1900A,Analog,9.07,23.11,12.19,28.96,4.8,1.50,6.0,1.20,,,,,,,4.8,545.45,6.0,750.00,,,,,,,-,Bushing,Plastic,$26.09
Power HD,HD-1900MG,-,13.89,23.11,12.19,27.43,4.8,1.20,6.0,1.50,,,,,,,4.8,545.45,6.0,750.00,,,,,,,DC,Bushing,Metal,$41.99
Power HD,HD-1900PG*,Analog,9.07,23.11,12.19,28.96,6.0,1.50,,,,,,,,,6.0,750.00,,,,,,,,,-,-,-,-
Power HD,HD-2213MG*,Digital,15.88,22.86,11.94,25.40,4.8,3.90,6.0,4.60,,,,,,,4.8,285.71,6.0,375.00,,,,,,,-,Single Bearing,Hybrid,$20.68
Power HD,HD-2216HB*,Digital,13.61,23.11,11.94,25.40,6.0,2.20,,,,,,,,,6.0,666.67,,,,,,,,,-,Single Bearing,-,$20.68
Power HD,HD-2216MG*,Digital,15.88,22.86,11.94,29.46,4.8,3.10,6.0,3.90,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,Single Bearing,Metal,$21.00
Power HD,HD-2360A*,Analog,37.70,39.88,20.07,38.10,4.8,3.00,,,,,,,,,4.8,375.00,,,,,,,,,-,-,Plastic,$8.00
Power HD,HD-2400A*,Analog,37.70,39.88,20.07,43.18,4.8,6.01,,,,,,,,,4.8,352.94,,,,,,,,,-,-,Plastic,$12.95
Power HD,HD-2550A*,Analog,53.58,39.88,20.07,42.93,4.8,9.00,,,,,,,,,4.8,300.00,,,,,,,,,-,-,Plastic,$22.95
Power HD,HD-3001HB,Analog,43.09,41.91,20.57,39.62,4.8,3.50,6.0,4.40,,,,,,,4.8,400.00,6.0,500.00,,,,,,,-,Dual Bearings,Plastic,$31.99
Power HD,HD-3688HB,Digital,24.95,35.56,14.99,28.70,4.8,2.30,6.0,2.80,,,,,,,4.8,750.00,6.0,857.14,,,,,,,3-pole,Single Bearing,Plastic,$29.99
Power HD,HD-4180BB*,Digital,41.11,40.64,20.07,37.08,6.0,4.10,,,,,,,,,6.0,352.94,,,,,,,,,3-pole,Dual Bearings,-,$12.90
Power HD,HD-4180MG*,Digital,41.11,40.64,20.07,37.08,4.8,3.20,6.0,4.10,,,,,,,4.8,272.73,6.0,352.94,,,,,,,-,Dual Bearings,Plastic,-
Power HD,HD-5680BB*,Digital,41.96,40.13,20.07,37.34,6.0,5.80,,,,,,,,,6.0,500.00,,,,,,,,,-,Dual Bearings,-,-
Power HD,HD-5680MG*,Digital,41.96,40.64,20.07,39.37,4.8,4.20,6.0,6.50,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Plastic,-
Power HD,HD-6001HB,Analog,43.09,41.91,20.57,39.62,4.8,5.80,6.0,6.70,7.2,0.52,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Plastic,$49.99
Power HD,HD-6001MG,Analog,56.13,41.91,20.57,39.62,4.8,6.00,6.0,7.00,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Hybrid,$51.99
Power HD,HD-7150MG*,Digital,49.04,40.64,20.07,39.37,4.8,6.20,6.0,7.20,,,,,,,4.8,315.79,6.0,428.57,,,,,,,3-pole,Dual Bearings,Metal,$28.50
Power HD,HD-9001MG,Analog,56.13,41.91,20.57,41.91,4.8,8.60,6.0,9.80,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,Dual Bearings,Metal,$49.99
Power HD,HD-9110MG*,Digital,49.04,40.64,20.07,39.37,4.8,7.60,6.0,10.50,,,,,,,4.8,260.87,6.0,315.79,,,,,,,-,Dual Bearings,Metal,$30.50
Power HD,HD-9150MG*,Digital,60.95,40.64,20.07,42.16,4.8,13.00,6.0,16.00,,,,,,,4.8,300.00,6.0,333.33,,,,,,,Coreless,Dual Bearings,Metal,$38.00
Power HD,HD-9660MG*,Digital,52.45,40.39,20.07,37.34,6.0,20.00,,,,,,,,,6.0,300.00,,,,,,,,,Coreless,-,Metal,$62.24
Power HD,LF-13MG,-,60.10,40.64,20.57,39.62,4.8,10.51,6.0,13.00,,,,,,,4.8,400.00,6.0,500.00,,,,,,,DC,Dual Bearings,Metal,$22.49
Power HD,LF-20MG,-,60.10,40.64,20.57,39.62,4.8,0.16,6.0,20.00,,,,,,,4.8,333.33,6.0,3.64,,,,,,,DC,Dual Bearings,Metal,$23.99
Power HD,LW-13MG,-,60.10,40.64,20.57,39.62,4.8,10.51,6.6,13.00,,,,,,,4.8,400.00,6.6,500.00,,,,,,,DC,Dual Bearings,Metal,$23.50
Power HD,LW-15MG,-,62.09,40.39,20.57,39.37,4.8,9.00,6.0,12.50,7.2,15.01,,,,,4.8,400.00,6.0,461.54,7.2,545.45,,,,,DC,Dual Bearings,Metal,-
Power HD,LW-20MG,-,60.10,40.64,20.57,39.62,4.8,16.50,6.6,20.00,,,,,,,4.8,333.33,6.6,375.00,,,,,,,DC,Dual Bearings,Metal,$27.89
Power HD,LW-25MG,-,72.01,40.64,20.57,38.61,6.0,23.01,7.4,25.01,,,,,,,6.0,375.00,7.4,428.57,,,,,,,DC,Dual Bearings,Metal,$39.90
Power HD,LW-30MG,-,62.09,40.39,20.57,39.37,4.8,18.00,6.0,23.50,7.2,30.01,,,,,4.8,333.33,6.0,375.00,7.2,428.57,,,,,DC,Dual Bearings,Metal,$34.99
Power HD,M8,-,28.63,28.45,13.46,28.96,4.8,4.30,6.0,6.30,7.4,7.60,8.4,8.50,,,4.8,600.00,6.0,750.00,7.4,857.14,8.4,1000.00,4.8,600.00,Coreless,-,Titanium,-
Power HD,M8H,-,17.86,27.18,12.19,28.19,4.8,4.50,6.0,6.30,7.4,7.50,8.4,8.50,,,4.8,545.45,6.0,666.67,7.4,857.14,8.4,857.14,4.8,545.45,Coreless,-,Metal,-
Power HD,R12-S,-,47.91,40.89,20.07,26.42,6.0,9.00,7.4,12.00,,,,,,,6.0,857.14,6.0,857.14,7.4,1000.00,,,,,Coreless,Dual Bearings,Titanium,$49.99
Power HD,R20S,-,66.90,40.89,20.57,38.35,6.0,17.00,7.4,20.00,8.4,25.01,,,,,6.0,545.45,7.4,666.67,8.4,750.00,,,,,Coreless,Dual Bearings,Titanium,-
Power HD,R25S,-,66.90,40.89,20.57,38.35,6.0,20.00,7.4,25.01,8.4,30.01,,,,,6.0,428.57,7.4,500.00,8.4,600.00,,,,,Coreless,Dual Bearings,Titanium,-
Power HD,R30S,-,66.90,40.89,20.57,38.35,6.0,24.01,7.4,30.01,8.4,35.01,,,,,6.0,352.94,7.4,400.00,8.4,461.54,,,,,Coreless,Dual Bearings,Steel,-
Power HD,R6,-,28.63,35.05,14.99,29.46,6.0,6.50,7.4,7.50,,,,,,,6.0,666.67,7.4,750.00,6.0,666.67,7.4,750.00,,,Coreless,Dual Bearings,Metal,$83.69
Power HD,S15,-,55.00,40.89,20.07,25.91,6.0,11.50,7.4,15.01,8.4,16.50,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S15-S,-,56.42,40.89,20.07,25.91,6.0,11.50,7.4,15.01,8.4,16.50,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S15-X,-,56.42,40.89,20.07,25.91,6.0,11.50,7.4,15.01,8.4,16.50,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S15-XP,-,55.00,40.89,20.07,25.91,6.0,11.50,7.4,15.01,8.4,16.50,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S15-Y,-,56.42,40.89,20.07,25.91,6.0,11.50,7.4,15.01,8.4,16.50,,,,,6.0,857.14,7.4,1000.00,8.4,1200.00,6.0,857.14,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S25,-,77.11,40.64,20.57,38.61,6.0,21.50,7.4,25.01,8.4,30.01,,,,,6.0,750.00,7.4,1000.00,8.4,1000.00,6.0,750.00,7.4,1000.00,Brushless,Dual Bearings,Titanium,-
Power HD,S35,-,77.11,40.64,20.57,38.61,6.0,26.00,7.4,30.01,8.4,35.01,,,,,6.0,600.00,7.4,750.00,8.4,857.14,6.0,600.00,7.4,750.00,Brushless,Dual Bearings,Titanium,$283.49
Power HD,S50,-,75.13,40.64,20.57,38.61,6.0,38.01,7.4,50.01,8.4,50.01,,,,,6.0,400.00,7.4,500.00,8.4,600.00,6.0,400.00,7.4,500.00,Brushless,Dual Bearings,Titanium,$125.00
Power HD,T50-BHV,-,83.06,40.64,20.57,38.61,6.0,39.01,7.4,40.01,8.4,50.01,,,,,6.0,666.67,7.4,857.14,8.4,857.14,6.0,666.67,7.4,857.14,Brushless,-,Steel,-
Power HD,T70-12V,-,83.06,40.64,20.57,38.61,8.4,50.01,11.0,60.01,,,,,,,8.4,333.33,11.0,500.00,12.0,600.00,8.4,333.33,11.0,500.00,Brushless,Dual Bearings,Steel,-
Power HD,T70-BHV,-,83.06,40.64,20.57,38.61,6.0,55.01,7.4,60.01,8.4,70.01,,,,,6.0,375.00,7.4,428.57,8.4,500.00,6.0,375.00,7.4,428.57,Brushless,-,Steel,$87.95
Power HD,TDS-2,-,60.95,40.89,20.07,28.96,6.0,18.00,7.4,22.01,8.4,25.01,,,,,6.0,461.54,7.4,600.00,8.4,666.67,,,,,Coreless,Dual Bearings,Titanium,-
Power HD,TR-4,-,15.88,22.61,12.45,23.88,4.8,1.80,6.0,2.20,7.4,2.60,,,,,4.8,400.00,6.0,500.00,7.4,600.00,4.8,400.00,6.0,500.00,-,-,Metal,$24.99
Power HD,TR-5,-,34.87,29.46,13.97,31.50,4.8,3.80,6.0,6.00,7.4,8.00,8.4,8.80,,,4.8,545.45,6.0,666.67,7.4,857.14,8.4,1000.00,4.8,545.45,-,-,Titanium,$39.95
Power HD,W50-360,-,79.95,40.64,20.57,38.61,6.0,35.01,7.4,45.01,8.4,50.01,,,,,6.0,46.15,7.4,60.00,8.4,66.67,,,,,Coreless,Dual Bearings,Steel,-
Power HD,WH-20KG,-,81.93,40.64,20.57,38.61,6.0,15.01,7.4,18.00,8.4,20.00,,,,,6.0,545.45,7.4,666.67,8.4,750.00,,,,,Coreless,Dual Bearings,Steel,$59.95
Power HD,WH-30KG,-,81.93,40.64,20.57,38.61,6.0,22.01,7.4,26.00,8.4,30.01,,,,,6.0,375.00,7.4,461.54,8.4,545.45,,,,,Coreless,Dual Bearings,Steel,$59.95
Power HD,WH-40KG,-,81.93,40.64,20.57,38.61,6.0,29.00,7.4,35.01,8.4,40.01,,,,,6.0,300.00,7.4,333.33,8.4,352.94,,,,,Coreless,Dual Bearings,Steel,$59.99
Power HD,WH-65KG,-,199.86,65.79,29.97,55.63,6.0,55.01,7.4,60.01,8.4,65.02,,,,,6.0,315.79,7.4,352.94,8.4,400.00,,,,,DC,Dual Bearings,Metal,$54.95
Power HD,WH-80V1,-,199.86,59.44,29.46,54.36,,,,,,,,,,,7.4,333.33,8.4,375.00,,,,,,,-,Dual Bearings,Steel,-
Power HD,WP-23KG,-,75.13,40.64,20.57,8.38,4.8,18.00,6.0,23.01,,,,,,,4.8,428.57,6.0,500.00,,,,,,,Coreless,Dual Bearings,Titanium,$41.99
Power HD,WT120,-,119.92,40.89,20.07,28.96,6.0,36.00,7.4,42.01,8.4,50.01,,,,,6.0,545.45,7.4,666.67,8.4,750.00,6.0,545.45,7.4,666.67,Brushless,Dual Bearings,Steel,-
Power HD,WT162,-,161.88,40.64,20.57,38.61,6.0,55.01,7.4,60.01,8.4,70.01,,,,,6.0,400.00,7.4,500.00,8.4,600.00,6.0,400.00,7.4,500.00,Brushless,Dual Bearings,Steel,-
Power HD,WT80,-,79.95,40.64,20.57,38.61,6.0,23.01,7.4,28.00,8.4,35.01,,,,,6.0,500.00,7.4,600.00,8.4,666.67,,,,,Coreless,Dual Bearings,Steel,-
Power HD,WT85,-,85.05,40.64,20.57,38.61,6.0,55.01,7.4,60.01,8.4,70.01,,,,,6.0,400.00,7.4,500.00,8.4,600.00,6.0,400.00,7.4,500.00,Brushless,Dual Bearings,Steel,-
Protech,B1021*,Analog,1.98,20.07,6.10,6.10,4.8,0.30,,,,,,,,,4.8,300.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B1044*,Analog,4.54,19.05,7.62,16.00,4.8,1.30,,,,,,,,,4.8,600.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B1049*,Analog,4.82,20.07,7.87,16.26,4.8,1.50,,,,,,,,,4.8,600.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B1054*,-,5.39,20.07,7.87,17.53,6.0,1.08,,,,,,,,,6.0,600.00,,,,,,,,,-,-,-,-
Protech,B106*,-,4.25,17.53,6.60,17.78,4.8,0.72,,,,,,,,,4.8,600.00,,,,,,,,,-,-,-,-
Protech,B1062*,Analog,6.24,22.10,9.91,17.53,4.8,1.30,,,,,,,,,4.8,600.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B109*,Analog,9.07,26.92,8.89,23.88,4.8,1.50,,,,,,,,,4.8,375.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B112*,Analog,15.88,29.46,13.97,24.89,4.8,2.50,,,,,,,,,4.8,428.57,,,,,,,,,-,Single Bearing,Plastic,-
Protech,B150*,Analog,5.10,22.10,10.92,21.08,4.8,0.60,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B160*,Analog,9.07,23.88,9.91,18.03,4.8,1.50,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B170*,Analog,9.07,23.88,9.91,18.03,4.8,1.50,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B180*,Analog,9.07,21.08,9.91,24.89,4.8,1.10,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,Plastic,-
Protech,B206*,Digital,11.06,22.86,11.94,20.07,4.8,2.00,,,,,,,,,4.8,352.94,,,,,,,,,-,Bushing,Plastic,-
Protech,B207*,Digital,15.88,24.38,11.94,22.86,4.8,2.20,,,,,,,,,4.8,428.57,,,,,,,,,-,Bushing,Metal,-
Protech,B305*,Analog,45.08,40.89,20.07,36.07,4.8,3.50,,,,,,,,,4.8,300.00,,,,,,,,,-,Single Bearing,Plastic,-
Protech,B405*,Analog,17.86,32.00,12.95,26.92,4.8,2.50,,,,,,,,,4.8,500.00,,,,,,,,,-,Single Bearing,Plastic,-
Protech,B505*,-,62.09,40.89,20.07,39.88,4.8,5.47,6.0,6.98,,,,,,,4.8,272.73,6.0,375.00,,,,,,,-,-,-,-
Protech,B515*,-,62.09,40.89,20.07,39.88,4.8,7.49,6.0,9.00,,,,,,,4.8,352.94,6.0,461.54,,,,,,,-,-,-,-
Protech,B525*,-,62.09,40.89,20.07,39.88,4.8,12.53,6.0,15.05,,,,,,,4.8,272.73,6.0,352.94,,,,,,,-,Single Bearing,Metal,-
Raiden,DAA-039*,Digital,15.88,24.38,11.94,22.86,6.0,3.90,,,,,,,,,6.0,461.54,,,,,,,,,-,-,Metal,$27.95
Raiden,DMA-016*,Digital,12.19,22.86,11.94,20.32,6.0,1.70,,,,,,,,,6.0,666.67,,,,,,,,,-,-,Hybrid,$24.95
Raiden,DMA-026*,Digital,12.19,22.86,11.94,20.32,6.0,2.61,,,,,,,,,6.0,375.00,,,,,,,,,-,-,Hybrid,$30.00
Raiden,DMA-046*,Digital,15.88,24.38,11.94,22.86,6.0,4.62,,,,,,,,,6.0,375.00,,,,,,,,,-,-,Hybrid,$26.95
Raiden,DMP-072*,Digital,49.04,40.64,20.07,39.37,6.0,7.22,,,,,,,,,6.0,428.57,,,,,,,,,-,-,Metal,$39.95
Raiden,DMP-105*,Digital,49.04,40.64,20.07,39.37,6.0,10.53,,,,,,,,,6.0,315.79,,,,,,,,,-,-,Metal,$39.95
Raiden,DMP-160*,Digital,60.95,42.42,20.07,40.64,6.0,16.00,,,,,,,,,6.0,333.33,,,,,,,,,-,-,Metal,$49.00
Raiden,DPP-041*,Digital,49.04,40.64,20.07,37.08,6.0,10.53,,,,,,,,,6.0,315.79,,,,,,,,,-,-,Metal,$22.95
Raiden,DPP-065*,Digital,60.95,42.42,20.07,40.64,6.0,16.00,,,,,,,,,6.0,333.33,,,,,,,,,-,-,Plastic,$29.95
RC-Tek,SDG-401HB*,Digital,9.92,23.11,11.43,24.13,4.8,0.90,,,,,,,,,4.8,857.14,,,,,,,,,-,-,-,-
RC-Tek,SDG-401MG*,Digital,9.92,23.11,11.43,24.13,4.8,2.00,,,,,,,,,4.8,375.00,,,,,,,,,-,-,-,-
RC-Tek,SDG-402MG*,Digital,10.49,23.11,11.43,24.13,4.8,2.01,6.0,2.49,,,,,,,4.8,375.00,6.0,461.54,,,,,,,-,-,Metal,$36.95
RC-Tek,SDG-502MG*,Digital,21.55,29.97,12.95,31.50,4.8,3.41,6.0,3.99,,,,,,,4.8,375.00,6.0,500.00,,,,,,,3-pole,Single Bearing,Metal,$43.95
Reely,CYS-S0090,Analog,56.13,40.89,20.07,38.10,6.0,8.97,7.4,9.99,,,,,,,6.0,428.57,7.4,500.00,,,,,,,-,Single Bearing,Metal,$22.87
Reely,D15022MG,Digital,60.10,54.61,20.07,38.10,4.8,13.26,6.0,15.29,,,,,,,4.8,240.00,6.0,272.73,,,,,,,-,-,Metal,$29.11
Reely,D3614,Digital,49.90,40.64,20.32,36.58,4.8,3.06,6.0,3.67,,,,,,,4.8,375.00,6.0,428.57,,,,,,,-,-,Plastic,$15.59
Reely,D5021,Digital,51.88,40.64,20.32,36.58,4.8,4.59,6.0,5.10,,,,,,,4.8,230.77,6.0,285.71,,,,,,,-,-,Plastic,$18.71
Reely,DS-8220-TG,Digital,13.04,23.11,11.94,24.89,4.8,1.22,6.0,1.53,,,,,,,4.8,500.00,6.0,600.00,,,,,,,-,-,Titanium,$21.83
Reely,R2622SG,Digital,77.11,39.88,20.07,37.08,6.0,18.05,7.4,22.03,,,,,,,6.0,500.00,7.4,545.45,,,,,,,-,-,Metal,$66.55
Reely,S-0008,Analog,7.94,23.11,11.94,23.88,4.8,1.02,6.0,1.12,,,,,,,4.8,428.57,6.0,500.00,,,,,,,-,-,Plastic,$10.39
Reely,S-0009,Analog,9.07,27.43,12.19,27.43,4.8,1.02,6.0,1.12,,,,,,,4.8,600.00,6.0,750.00,,,,,,,-,-,Plastic,$10.39
Reely,S-0060-MG,Analog,51.88,39.88,20.07,39.37,6.0,0.01,7.4,5.30,,,,,,,6.0,1.20,7.4,500.00,,,,,,,-,Bushing,Metal,$22.87
Reely,S-0270-MG,Analog,26.93,30.99,16.00,29.97,4.8,3.00,6.0,3.50,,,,,,,4.8,428.57,6.0,500.00,,,,,,,-,Bushing,Metal,$19.75
Reely,S-0307,Analog,4.82,20.07,8.38,21.08,4.8,0.81,,,,,,,,,4.8,857.14,,,,,,,,,-,Bushing,Plastic,$11.43
Reely,S-0403,Digital,5.10,20.07,7.87,23.11,4.8,0.81,,,,,,,,,4.8,500.00,,,,,,,,,-,Bushing,Plastic,$13.51
Reely,S-3003,Analog,39.97,40.89,20.07,38.10,6.0,2.25,,,,,,,,,6.0,500.00,,,,,,,,,-,-,Plastic,$17.67
Reely,S-3027-MG,Analog,18.43,29.97,12.95,26.92,4.8,2.55,6.0,3.06,,,,,,,4.8,428.57,6.0,500.00,,,,,,,-,Bushing,Metal,$20.79
Reely,S-5252-030,Digital,37.99,55.12,20.32,35.81,4.8,2.86,6.0,3.06,,,,,,,4.8,333.33,6.0,400.00,,,,,,,-,Bushing,Plastic,$13.51
Reely,S-7361,Digital,9.07,32.00,28.70,11.94,4.8,1.63,6.0,1.84,,,,,,,4.8,428.57,6.0,400.00,,,,,,,-,Bushing,Plastic,$7.79
